LetterCount, Pattern, Word1, Word2, Word3, Word4, Word5, Word6, Word7, Word8, Word9
15 Letters,"8,7",suitcase economy,superior numbers,superior officer,superior planets,surprise package,suspense account,sweating buckets,sweeping changes,sweeping reforms
15 Letters,"8,7",swimming costume,swimming goggles,swimming lessons,Swinging sixties,symbolic meaning,symphony concert,Synoptic Gospels,tableaux vivants,tactical blunder
15 Letters,"8,7",tactical bombing,tactical mistake,tactical weapons,Tandoori chicken,tarragon vinegar,teething trouble,terminal decline,terminal disease,terminal illness
15 Letters,"8,7",terminal moraine,terminal reports,terraced housing,Terrence McNally,tertiary college,tertiary colours,thatched cottage,Theodore Roethke,Thomson's gazelle
15 Letters,"8,7",thoracic squeeze,Thousand Guineas,timorous beastie,titanium dioxide,titivate oneself,tomorrow morning,toujours perdrix,Toulouse Lautrec,tracking station
15 Letters,"8,7",traction engines,Tractors turning,trailing begonia,trailing fuchsia,trailing lobelia,trailing pansies,trailing petunia,tomorrow morning,training centres
15 Letters,"8,7",training college,training partner,training session,transfer pricing,trawling through,treasure hunters,treasure hunting,treasure seekers,tropical climate
15 Letters,"8,7",tropical cyclone,tropical disease,tropical islands,tungsten carbide,tuppenny hapenny,ulterior motives,unbiased opinion,underage drinker,underarm bowling
15 Letters,"8,7",unlawful killing,unsolved mystery,Valencia oranges,valeting service,vascular disease,venereal disease,Venetian Riviera,vertical takeoff,Victoria Beckham
15 Letters,"8,7",Victoria Crosses,Victoria station,Vincenzo Bellini,Virginia Creeper,Virginia McKenna,Virginia tobacco,visiting firemen,Vladimir Klichko,Vladimir Kramnik
15 Letters,"8,7",Vladimir Nabokov,Wackford Squeers,Waltzing Matilda,Waterloo station,weighing machine,weighted blanket,whiptail wallaby,whirling dervish,wildlife reserve
15 Letters,"8,7",windfall profits,Windmill Theatre,Windward Islands,Windward Passage,wireless earbuds,wireless network,wireless printer,wireless routers,withdraw support
15 Letters,"8,7",withhold consent,woodwind quartet,woodwind quintet,woodwind section,workflow diagram,wretched looking,wringing machine,wrinkled toadlet,wristlet pattern
15 Letters,"8,7",Wyndhams Theatre,youthful spirits,,,,,,,
15 Letters,"9,1,5",champions a cause,cultivate a habit,developed a fault,gatecrash a party,negotiate a truce,sacrifice a piece,sacrifice a queen,stretched a point,stretches a point
15 Letters,"9,2,2,2",something to go on,,,,,,,,
15 Letters,"9,2,4",according to plan,bachelors of arts,Barnoldby le Beck,catalogue of woes,companion in arms,cowardice of curs,delivered by hand,Elizabeth of York,fleetness of foot
15 Letters,"9,2,4",Francisco de Goya,gentleman at arms,greatness of mind,greatness of soul,harbinger of doom,harrowing of hell,increased in size,increases in size,intervals of time
15 Letters,"9,2,4",messenger at arms,multitude of sins,Newcastle on Tyne,outbreaks of rain,repayment in kind,reverting to type,screaming ab dabs,sergeants at arms,sentenced to jail
15 Letters,"9,2,4",sentenced to life,severance of ties,something in hand,something to hide,Somewhere in Time,somewhere to hide,somewhere to live,statement of fact,Stratford on Avon
15 Letters,"9,2,4",thirtieth of June,untouched by hand,vengeance is mine,,,,,,
15 Letters,"9,3,3",anonymous tip off,beginning and end,cardboard cut out,corporate tie ins,Finishing The Hat,leveraged buy out,narrowing the gap,permeated the air,permeates the air
15 Letters,"9,6",abdominal cavity,abdominal muscle,Accidents happen,accordion player,accordion pleats,Admiralty Island,admission charge,adverbial phrase,alcoholic drinks
15 Letters,"9,6",Alexander Calder,Alexander Dubcek,Alexander Nevsky,Alexander Zverev,Alexandra Palace,allotment holder,alternate angles,ambulance chaser,
15 Letters,"9,6",ambulance driver,amusement arcade,Anastasia Steele,Andromeda galaxy,Andromeda nebula,animating spirit,anonymous caller,Antarctic circle,antenatal clinic
15 Letters,"9,6",apartment blocks,Armistead Maupin,Arthurian legend,artichoke hearts,,,,,
15 Letters,"9,6",Ashmolean museum,asparagus crowns,asparagus spears,assistant editor,attempted escape,attempted murder,Attention please,attention seeker,augmented chords
15 Letters,"9,6",authority figure,autograph albums,autograph hunter,automatic pilots,automatic pistol,automatic rifles,automatic teller,automatic weapon,Avogadro's number
15 Letters,"9,6",Axminster carpet,Bachelor's button,bachelor's degree,bacterial plaque,badminton player,badminton racket,Balaclava helmet,balancing charge,beautiful people
15 Letters,"9,6",beefsteak fungus,beefsteak tomato,Beveridge Report,binocular vision,Blackburn Rovers,blacknose shiner,Blackwall Tunnel,Blandings Castle,bleaching powder
15 Letters,"9,6",blunthead puffer,bluntnose darter,bluntnose minnow,bluntnose shiner,Boardwalk Empire,Boltzmann brains,boomerang effect,Boomerang Nebula,botanical garden
15 Letters,"9,6",boundless energy,breakfast cereal,,,,,,,
15 Letters,"9,6",Brigadier Gerard,brimstone yellow,Brooklyn's Finest,burrowing parrot,buttercup yellow,butterfly effect,butterfly flower,butterfly orchid,butterfly stroke
15 Letters,"9,6",butternut squash,Byzantine church,Byzantine empire,Cambridge Circus,Camembert cheese,candlelit dinner,capillary action,Caribbean breeze,Caribbean island
15 Letters,"9,6",Catherine Howard,catherine wheels,celebrity gossip,celestial bodies,celestial sphere,centrally heated,champagne bottle,champagne flutes,Champions league
15 Letters,"9,6",character sketch,character traits,Charlotte Amalie,Charlotte Bronte,,,,,
15 Letters,"9,6",Charlotte Church,Charlotte Corday,chauffeur driven,chemistry lesson,chequered career,childhood friend,childhood haunts,chocolate addict,chocolate coated
15 Letters,"9,6",chocolate creams,,,,,,,,
15 Letters,"9,6",chocolate eclair,chocolate mousse,chocolate sponge,chocolate sundae,chocolate teapot,Christian burial,Christian church,Christian Slater,Christine Keeler
15 Letters,"9,6",Christmas beetle,Christmas cactus,Christmas carols,Christmas dinner,Christmas hamper,Christmas Island,Christmas jumper,Christmas lights,Christmas parcel
15 Letters,"9,6",Christmas raffle,Christmas season,Christmas speech,Christmas spirit,Christmas turkey,chromatic vision,cigarette holder,cigarette packet,cigarette papers
15 Letters,"9,6",cigarette smoker,circadian rhythm,classical ballet,Classical Greats,classical guitar,coalition troops,cochineal beetle,cochineal insect,Coleridge Taylor
15 Letters,"9,6",collected poetry,,,,,,,,
15 Letters,"9,6",collision course,Columbian coffee,committee member,commodity prices,communion wafers,communist regime,Communist threat,community centre,community charge
15 Letters,"9,6",community school,community spirit,companion ladder,concealed weapon,concerted action,concerted effort,conjuring tricks,conserved energy,conserves energy
15 Letters,"9,6",convector heater,converted church,cornelian cherry,corporate ladder,corporate raider,courtship ritual,courtyard garden,Crocodile Dundee,crossover artist
15 Letters,"9,6",crossover voters,crossover voting,crossword addict,crossword expert,crossword lovers,crossword puzzle,crossword setter,crossword solver,dandelion coffee
15 Letters,"9,6",dangerous corner,Dangerous Davies,dangerous driver,dangerous ground,Deception Island,deciduous forest,dedicated server,defensive tackle,departure lounge
15 Letters,"9,6",dependent clause,detective agency,detective novels,detention centre,deterrent effect,Diagnosis Murder,different engine,digestive juices,digestive system
15 Letters,"9,6",direction finder,dishonest streak,displaced person,disturbed nights,dominical letter,Doncaster Rovers,draconian powers,duplicate bridge,eclipsing binary
15 Letters,"9,6",Edinburgh Castle,Edinburgh Fringe,Edinburgh Tattoo,editorial column,editorial writer,Educating Archie,electoral defeat,electoral reform,electoral system
15 Letters,"9,6",elemental spirit,Elizabeth Bennet,Elizabeth Hurley,Elizabeth regina,Elizabeth Taylor,Ellesmere Island,emergency access,emergency powers,emotional crisis
15 Letters,"9,6",Enchanted Forest,encounter groups,endocrine glands,endocrine system,endowment policy,engineers jacket,entertain doubts,entertain guests,Episcopal church
15 Letters,"9,6",escalator clause,essential organs,estimated income,estimated profit,exclusion clause,exclusive rights,executive branch,executive editor,executive office
15 Letters,"9,6",exemption clause,expectant mother,,,,,,,
15 Letters,"9,6",expensive tastes,explosive charge,explosive device,expressed regret,expresses regret,extension ladder,extension number,eyebrowed jumper,eyebrowed thrush
15 Letters,"9,6",fairytale ending,Fantastic Voyage,feathered friend,Fenchurch Street,Ferdinand Fathom,Ferdinand Marcos,fertility clinic,fertility symbol,Fibonacci number
15 Letters,"9,6",Fibonacci series,financial backer,financial crisis,financial reward,,,,,
15 Letters,"9,6",financial sector,financial wizard,finishing school,fivepenny morris,Flaubert's Parrot,flintlock musket,flotation device,flowering cherry,flowering plants
15 Letters,"9,6",flowering quince,flowering season,flowering shrubs,flushless toilet,following orders,forbidden fruits,Forbidden Planet,formation flying,Francisco Franco
15 Letters,"9,6",Frederick Delius,Frederick Sanger,Friedrich Engels,frillgill conger,furniture beetle,furniture polish,gardening gloves,gathering clouds,gaudeamus igitur
15 Letters,"9,6",Genevieve Bujold,gentleman farmer,gentlemen ushers,geography lesson,geometric figure,,,,
15 Letters,"9,6",geometric series,Geraldine McEwan,gestation period,gladiator spider,Goodnight Vienna,governing bodies,graveyard poetry,greenside darter,Grenadier Guards
15 Letters,"9,6",greyhound racing,Grosvenor Square,hackneyed saying,hamadryas baboon,hamstring injury,Hanseatic League,Hawthorne effect,Helmholtz Watson,Highclere Castle
15 Letters,"9,6",Himalayan balsam,Hollywood movies,holocaust denier,homicidal maniac,honeymoon period,honeymoon resort,hornyhead turbot,Horsehead Nebula,horseshoe magnet
15 Letters,"9,6",Horseshoe nebula,hourglass corset,hourglass figure,household bleach,household income,household troops,Hungarian Dances,hydraulic brakes,imaginary friend
15 Letters,"9,6",imaginary number,imitation pearls,immediate family,immersion heater,immovable object,imperfect flower,imperfect fungus,imperfect number,inanimate object
15 Letters,"9,6",inaugural speech,incentive awards,incentive scheme,indelible pencil,indicator lights,induction cooker,induction course,ingrained habits,inherited wealth
15 Letters,"9,6",inorganic matter,Inspector Gadget,Inspector Javert,Inspector Lynley,insurance broker,insurance clerks,insurance policy,Josephine Tewson,Kalamazoo system
15 Letters,"9,6",Katherine Howard,Kellyanne Conway,kerbstone broker,knockdown prices,lachrymal glands,Lancaster bomber,landscape artist,landscape design,Leicester Square
15 Letters,"9,6",leveraged buyout,lightning attack,lightning strike,Limburger cheese,lingering doubts,Liverpool Street,Lockerbie bomber,locomotor ataxia,lymphatic system
15 Letters,"9,6",malicious gossip,malicious rumour,malignant growth,malignant tumour,Manhattan Island,Mariinsky Ballet,marijuana smoker,masculine ending,masculine rhymes
15 Letters,"9,6",measuring device,menstrual period,Methodist church,miniature poodle,miserable sinner,molecular volume,molecular weight,monkeying around,Moonlight Sonata
15 Letters,"9,6",Mothering Sunday,Muhyiddin Yassin,munitions worker,narrative poetry,,,,,
15 Letters,"9,6",Nastassja Kinski,Nathaniel Parker,necklaced barbet,Newcastle United,newspaper advert,newspaper column,newspaper critic,newspaper editor,newspaper seller
15 Letters,"9,6",newspaper tycoon,ninepenny morris,northeast corner,northwest corner,Norwegian fjords,Norwegian forest,Nuremberg trials,obedience school,objective danger
15 Letters,"9,6",ocellated lizard,ocellated turkey,ocellated wrasse,offensive remark,offensive tackle,,,,
15 Letters,"9,6",offensive weapon,olfactory nerves,operating assets,operating budget,operating profit,operating system,operating tables,opportune moment,opposable thumbs
15 Letters,"9,6",orchestra stalls,organised labour,overdoing things,ovulation method,Palladian window,panoramic camera,Paperback Writer,paperless office,parabolic mirror
15 Letters,"9,6",parachute jumper,paragogic future,parenting skills,Partridge Family,passenger pigeon,passenger planes,passenger trains,patchwork quilts,patterned carpet
15 Letters,"9,6",Patterson Joseph,peregrine falcon,Peregrine Pickle,perennial plants,perfectly formed,permanent magnet,permanent marker,permanent record,perpetual motion
15 Letters,"9,6",perpetuum mobile,Petrified Forest,petroleum spirit,pineapple chunks,pineapple pieces,pineapple slices,planetary nebula,planetary orbits,plumbeous pigeon
15 Letters,"9,6",plumbeous tyrant,pneumatic drills,political animal,political asylum,political leader,,,,
